properties{
  x = 0,
  y = 0,
  width = 320,
  height = 240,
  min_layer = 0,
  max_layer = 2,
  tileset = "dungeon/light_brown",
}

tile{
  layer = 0,
  x = 56,
  y = 56,
  width = 208,
  height = 160,
  pattern = "floor_low.1-1",
}

tile{
  layer = 0,
  x = 64,
  y = 56,
  width = 192,
  height = 8,
  pattern = "wall_border.1-1",
}

tile{
  layer = 0,
  x = 56,
  y = 64,
  width = 8,
  height = 144,
  pattern = "wall_border.3-1",
}

tile{
  layer = 0,
  x = 256,
  y = 64,
  width = 8,
  height = 144,
  pattern = "wall_border.4-1",
}

tile{
  layer = 0,
  x = 64,
  y = 208,
  width = 192,
  height = 8,
  pattern = "wall_border.2-1",
}

tile{
  layer = 0,
  x = 56,
  y = 56,
  width = 8,
  height = 8,
  pattern = "wall_border.corner.1-1",
}

tile{
  layer = 0,
  x = 256,
  y = 56,
  width = 8,
  height = 8,
  pattern = "wall_border.corner.2-1",
}

tile{
  layer = 0,
  x = 56,
  y = 208,
  width = 8,
  height = 8,
  pattern = "wall_border.corner.3-1",
}

tile{
  layer = 0,
  x = 256,
  y = 208,
  width = 8,
  height = 8,
  pattern = "wall_border.corner.4-1",
}

tile{
  layer = 0,
  x = 56,
  y = 32,
  width = 208,
  height = 24,
  pattern = "wall.1-1",
}

tile{
  layer = 0,
  x = 32,
  y = 56,
  width = 24,
  height = 160,
  pattern = "wall.3-1",
}

tile{
  layer = 0,
  x = 264,
  y = 56,
  width = 24,
  height = 160,
  pattern = "wall.4-1",
}

tile{
  layer = 0,
  x = 56,
  y = 216,
  width = 208,
  height = 24,
  pattern = "wall.2-1",
}

tile{
  layer = 0,
  x = 32,
  y = 32,
  width = 24,
  height = 24,
  pattern = "wall.corner.1-1",
}

tile{
  layer = 0,
  x = 264,
  y = 32,
  width = 24,
  height = 24,
  pattern = "wall.corner.2-1",
}

tile{
  layer = 0,
  x = 32,
  y = 216,
  width = 24,
  height = 24,
  pattern = "wall.corner.3-1",
}

tile{
  layer = 0,
  x = 264,
  y = 216,
  width = 24,
  height = 24,
  pattern = "wall.corner.4-1",
}

tile{
  layer = 0,
  x = 152,
  y = 216,
  width = 16,
  height = 16,
  pattern = "door.2",
}

tile{
  layer = 0,
  x = 144,
  y = 216,
  width = 8,
  height = 16,
  pattern = "door.2.support.1-1",
}

tile{
  layer = 0,
  x = 168,
  y = 216,
  width = 8,
  height = 16,
  pattern = "door.2.support.2-1",
}

tile{
  layer = 0,
  x = 152,
  y = 232,
  width = 16,
  height = 16,
  pattern = "floor_low.1-1",
}

tile{
  layer = 0,
  x = 152,
  y = 240,
  width = 16,
  height = 8,
  pattern = "barrier.1-1",
}

tile{
  layer = 0,
  x = 32,
  y = 168,
  width = 32,
  height = 16,
  pattern = "wall_pillar.3-9",
}

tile{
  layer = 0,
  x = 32,
  y = 88,
  width = 32,
  height = 16,
  pattern = "wall_pillar.3-9",
}

tile{
  layer = 0,
  x = 256,
  y = 168,
  width = 32,
  height = 16,
  pattern = "wall_pillar.4-9",
}

tile{
  layer = 0,
  x = 256,
  y = 88,
  width = 32,
  height = 16,
  pattern = "wall_pillar.4-9",
}

tile{
  layer = 0,
  x = 88,
  y = 32,
  width = 16,
  height = 32,
  pattern = "wall_pillar.1-9",
}

tile{
  layer = 0,
  x = 216,
  y = 32,
  width = 16,
  height = 32,
  pattern = "wall_pillar.1-9",
}

tile{
  layer = 0,
  x = 88,
  y = 88,
  width = 96,
  height = 96,
  pattern = "carpet.5",
}

tile{
  layer = 0,
  x = 88,
  y = 80,
  width = 96,
  height = 8,
  pattern = "carpet.2",
}

tile{
  layer = 0,
  x = 80,
  y = 88,
  width = 8,
  height = 96,
  pattern = "carpet.4",
}

tile{
  layer = 0,
  x = 184,
  y = 88,
  width = 8,
  height = 96,
  pattern = "carpet.6",
}

tile{
  layer = 0,
  x = 88,
  y = 184,
  width = 96,
  height = 8,
  pattern = "carpet.8",
}

tile{
  layer = 0,
  x = 80,
  y = 80,
  width = 8,
  height = 8,
  pattern = "carpet.1",
}

tile{
  layer = 0,
  x = 184,
  y = 80,
  width = 8,
  height = 8,
  pattern = "carpet.3",
}

tile{
  layer = 0,
  x = 80,
  y = 184,
  width = 8,
  height = 8,
  pattern = "carpet.7",
}

tile{
  layer = 0,
  x = 184,
  y = 184,
  width = 8,
  height = 8,
  pattern = "carpet.9",
}

tile{
  layer = 0,
  x = 208,
  y = 152,
  width = 8,
  height = 8,
  pattern = "counter.1",
}

tile{
  layer = 0,
  x = 208,
  y = 160,
  width = 8,
  height = 16,
  pattern = "counter.7",
}

tile{
  layer = 0,
  x = 216,
  y = 152,
  width = 32,
  height = 8,
  pattern = "counter.2",
}

tile{
  layer = 0,
  x = 216,
  y = 160,
  width = 32,
  height = 16,
  pattern = "counter.8",
}

tile{
  layer = 0,
  x = 248,
  y = 160,
  width = 8,
  height = 16,
  pattern = "counter.9",
}

tile{
  layer = 0,
  x = 248,
  y = 152,
  width = 8,
  height = 8,
  pattern = "counter.3",
}

wall{
  layer = 0,
  x = 152,
  y = 216,
  width = 16,
  height = 16,
  stops_enemies = true,
  stops_blocks = true,
}

destination{
  name = "destination_2",
  layer = 0,
  x = 160,
  y = 229,
  direction = 1,
}

teletransporter{
  layer = 0,
  x = 152,
  y = 224,
  width = 16,
  height = 16,
  destination_map = "houses/town1/shop",
}

npc{
  layer = 0,
  x = 232,
  y = 125,
  direction = 3,
  subtype = 1,
  sprite = "npc/alttp/angry_brother",
}

tile{
  layer = 1,
  x = 112,
  y = 232,
  width = 96,
  height = 8,
  pattern = "door_cache.2-1",
}

tile{
  layer = 1,
  x = 144,
  y = 232,
  width = 32,
  height = 8,
  pattern = "door_top.2-1",
}

tile{
  layer = 1,
  x = 88,
  y = 216,
  width = 32,
  height = 24,
  pattern = "window.2-2",
}

tile{
  layer = 1,
  x = 200,
  y = 216,
  width = 32,
  height = 24,
  pattern = "window.2-2",
}

chest{
  name = "chest_1",
  layer = 1,
  x = 104,
  y = 109,
  sprite = "entities/chest",
}

chest{
  name = "chest_2",
  layer = 1,
  x = 136,
  y = 109,
  sprite = "entities/chest",
}

chest{
